react.git	1c2876d5b558b8591feb335d8d7204bc46f7da8a	MOVE_RENAME	Program	scripts/rollup/plugins/wrap-warning-with-env-check.js:183-1298	scripts/rollup/plugins/wrap-warning-with-env-check.js	scripts/babel/wrap-warning-with-env-check.js:183-1779	scripts/babel/wrap-warning-with-env-check.js	-1172413528
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.js:97020-97876	createFunctionalComponent	dist/vue.common.js:100298-100498	setFunctionalContextForVNode	744909994
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.js:162034-163603	setAttr	dist/vue.common.js:167465-168189	baseSetAttr	282421568
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:169005-169382	checkKeyCodes	dist/vue.runtime.common.js:93487-93646	isKeyNotMatch	862683483
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:98225-99081	createFunctionalComponent	dist/vue.common.js:100298-100498	setFunctionalContextForVNode	-1186353653
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.js:141185-141839	setScope	dist/vue.js:133609-133685	setStyleScope	1337458146
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.js:91704-92081	checkKeyCodes	dist/vue.esm.js:93615-93774	isKeyNotMatch	-311688222
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:164170-165739	setAttr	dist/vue.esm.js:167450-168174	baseSetAttr	-209114307
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.esm.js:143362-144016	setScope	dist/vue.esm.js:135551-135627	setStyleScope	-312559062
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:143178-143832	setScope	dist/vue.runtime.common.js:135367-135443	setStyleScope	-1468722678
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:98225-99081	createFunctionalComponent	dist/vue.runtime.common.js:100155-100355	setFunctionalContextForVNode	-1784170948
