tool	project	commit	time	files
RMiner	helios	dd8753cfb0f67db4dde6c5254e2df3104b635dae	344	9
RMiner	schematic	c1a9dd63aca8bf488f9a671aa6281538540397f8	1187	5
RMiner	PocketHub	a7401e5091c06c68fae499ea1972b40143c66fa9	109	3
RMiner	cgeo	7e7e4f54801af4e49ebddb934d0c6ff33a2c2160	234	12
RMiner	deeplearning4j	3d080545362794ac5ab63a6cf1bdfb523a0d92a5	0	4
RMiner	javapoet	5a37c2aa596377cb4c9b6f916614407fd0a7d3db	62	6
RMiner	checkstyle	febbc986cb25ed460ea601c0a68c7d2597f89ee4	16	6
RMiner	alluxio	5b184ac783784c1ca4baf1437888c79bd9460763	15	2
RMiner	structr	15afd616cba5fb3d432d11a6de0d4f7805b202db	141	16
RMiner	spring-boot	84937551787072a4befac29fb48436b3187ac4c6	1329	10
RMiner	intellij-community	af618666043f21b3db7e6a1be2aa225ae0f432b4	63	2
RMiner	hazelcast	76d7f5e3fe4eb41b383c1d884bc1217b9fa7192e	1312	38
RMiner	spring-security	64938ebcfc2fc8cd9ccd6cf31dbcd8cdd0660aca	47	12
RMiner	neo4j	a26b61201cd86c9a8773b418d9c84b446e95a601	1782	261
RMiner	neo4j	5fa74fbb4a307571e3807c1201b8b05d3d60a99b	187	33
RMiner	jline2	80d3ffb5aafa90992385c17e8338c2cc5def3cec	906	2
RMiner	docx4j	e29924b33ec0c0298ba4fc3f7a8c218c8e6cfa0c	875	415
RMiner	feign	b2b4085348de32f10903970dded99fdf0376a43c	2172	21
RMiner	FBReaderJ	42e0649f82779ecd48bff6448924fc7dc2534554	109	8
RMiner	Activiti	ca7d0c3b33a0863bed04c77932b9ef6b1317f34e	15	2
RMiner	Activiti	a70ca1d9ad2ea07b19c5e1f9540c809d7a12d3fb	63	2
RMiner	aws-sdk-java	14593c6379445f260baeb5287f618758da6d9952	594	148
RMiner	BroadleafCommerce	9687048f76519fc89b4151cbe2841bbba61a401d	32	2
RMiner	drools	7ffc62aa554f5884064b81ee80078e35e3833006	31	4
RMiner	robovm	7837d0baf1aef45340eec699516a8c3a22aeb553	32	2
RMiner	springfox	2307ff3a4ca367aaf64088b7b1e1bbf212c9bf3a	16	16
RMiner	WordPress-Android	1b21ba4bcea986988d4bbd578e3bb9a20ec69606	625	6
RMiner	intellij-community	619a6012da868d0d42d9628460f2264effe9bdba	143	2
RMiner	intellij-community	10f769a60c7c7b73982e978959d381df487bbe2d	218	10
RMiner	intellij-community	7c59f2a4f9b03a9e48ca15554291a03477aa19c1	2031	8
RMiner	intellij-community	a9379ee529ed87e28c0736c3c6657dcd6a0680e4	125	4
RMiner	intellij-community	9f7de200c9aef900596b09327a52d33241a68d9c	296	19
RMiner	intellij-community	106d1d51754f454fa673976665e41f463316e084	266	19
RMiner	spring-security	fcc9a34356817d93c24b5ccf3107ec234a28b136	188	4
RMiner	spring-security	08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff	188	4
RMiner	presto	cb2deceea993128c22710b0f64f1b755c9d176f7	63	6
RMiner	docx4j	1ba361438ab4d7f6a0305428ba40ba62e2e6ff3c	16	16
RMiner	jeromq	02d3fa171d02c9d82c7bdcaeb739f47d0c0006a0	31	4
RMiner	jitwatch	3b1f4e56fea289860b31ef83ccfe96a3a003cc8b	719	12
RMiner	antlr4	b395127e733b33c27f344695ebf155ecf5edeeab	156	33
RMiner	buck	52cfd39ecba349c4d8e2c46eac76ed4d75b7ebae	8812	12
RMiner	buck	8184a32a019b2ed956e8f24c18cb49a266af47bf	266	9
RMiner	rest.li	ec5ea36faa3dd74585bb339beabdba6149ed63be	12223	74
RMiner	infinispan	8f446b6ddf540e1b1fefca34dd10f45ba7256095	3172	214
RMiner	hive	999e0e3616525d77cf46c5865f9981b5a6b5609a	1109	2
RMiner	intellij-community	6ad1dcbfef36821a71cbffa301c58d1c3ffe8d62	234	9
RMiner	intellij-community	e1f0dbc2f09541fc64ce88ee22d8f8f4648004fe	62	2
RMiner	presto	8b1f5ce432bd6f579c646705d79ff0c4690495ae	47	6
RMiner	jmonkeyengine	5989711f7315abe4c3da0f1516a3eb3a81da6716	172	12
RMiner	processing	d403a0b2322a74dde824094d67b7997c1c371883	16	7
RMiner	deeplearning4j	c50064efb325b0c94cc62788b4c8935b7c39ac40	31	4
RMiner	hive	240097b78b70172e1cf9bc37876a566ddfb9e115	16	4
RMiner	voltdb	7527cfc746dc20ddb78002c7b3a65d55026a334e	1047	25
RMiner	java-driver	14abb6919a99a0d6d500198dd2e30c83b1bb6709	94	4
RMiner	intellij-community	97811cf971f7ccf6a5fc5e90a491db2f58d49da1	32	5
RMiner	hazelcast	30c4ae09745d6062077925a54f27205b7401d8df	37721	157
RMiner	docx4j	59b8e89e61432d1d8f25cb003b62b3ac004d1b6f	32	8
RMiner	android-async-http	af7e9e4bcd90504d6a665dbb21635eb1733fe025	16	8
RMiner	cgeo	c142b8ca3e9f9467931987ee16805cf53e6bc5d2	47	22
RMiner	jersey	d57b1401f874f96a53f1ec1c0f8a6089ae66a4ce	1398	78
RMiner	BuildCraft	a5cdd8c4b10a738cb44819d7cc2fee5f5965d4a0	1313	28
RMiner	cassandra	4fcd7d4d366d001cf5f1f7d926c608c902e3f0af	16	3
RMiner	netty	9f422ed0f44516bea8116ed7730203e4eb316252	531	34
RMiner	camel	ab1d1dd78fe53edb50c4ede447e4ac5a55ee2ac9	47	12
RMiner	OpenTripPlanner	334dbc7cf3432e7c17b0ed98801e61b0b591b408	15	3
RMiner	liferay-plugins	d99695841fa675ea9150602b1132f037093e867d	47	2
RMiner	graylog2-server	2d98ae165ea43e9a1ac6a905d6094f077abb2e55	140	7
RMiner	intellij-community	1b70adbfd49e00194c4c1170ef65e8114d7a2e46	94	9
RMiner	presto	484b7cb0d20ec8f7c3b0d9eaf9e3f93468cec88c	62	24
RMiner	neo4j	dc199688d69416da58b370ca2aa728e935fc8e0d	12079	14
RMiner	greenDAO	d6d9dd4365387816fda6987a4ad9b679c27e72a3	0	4
RMiner	jline2	1eb3b624b288a4b1a054420d3efb05b8f1d28517	2046	4
RMiner	jedis	d4b4aecbc69bbd04ba87c4e32a52cff3d129906a	0	2
RMiner	helios	3ffd70929c08be5cf14f156189e8050969caa87e	63	2
RMiner	Conversations	e6cb12dfe414497b4317820497985c110cb81864	78	2
RMiner	ansj_seg	913704e835169255530c7408cad11ce9a714d4ec	2094	20
RMiner	intellij-erlang	3855f0ca82795f7481b34342c7d9e5644a1d42c3	94	7
RMiner	Terasology	543a9808a85619dbe5acc2373cb4fe5344442de7	672	50
RMiner	camel	14a7dd79148f9306dcd2f748b56fd6550e9406ab	141	18
RMiner	intellij-community	7dd55014f9840ce03867bb175cf37a4c151dc806	47	4
RMiner	intellij-community	9fbf6b852bd9766060307aff960fb597d55e24d3	0	2
RMiner	intellij-community	33b0ac3a029845f9c20f7f5967c03b31b24f3b4b	93	4
RMiner	intellij-community	6ff3fe00d7ffe04dbe0904b8bad98285b6988d6d	1031	16
RMiner	intellij-plugins	0df7cb00757fe0d4fac8d8b0d5fc46af95feb238	46	6
RMiner	querydsl	e1aa31cff985e2a0c2babf4da96dc0a538d5e514	109	6
RMiner	MPAndroidChart	3514aaedf9624222c985cb3abb12df2d9b514b12	703	98
RMiner	neo4j	4beba7bbdf927486a5cbf298a0fb2be50905a590	375	56
RMiner	RoboBinding	b6565814805dfb2d989be25c11d4fb4cf8fb1d84	16	17
RMiner	metrics	4c6ab3d77cc67c7a91155d884077520dcf1509c6	16	4
RMiner	buck	db024f5ec3e9611ddf8103bdc4c3817c704f7b27	359	6
RMiner	buck	a1525ac9a0bb8f727167a8be94c81a3415128ef4	0	2
RMiner	helios	687bda5a3ea1b5daae2764653843d318c77f4590	78	11
RMiner	rest.li	f61db44ca4a862f1a84450643d92f85449016cfa	63	14
RMiner	guava	31fc19200207ccadc45328037d8a2a62b617c029	219	18
RMiner	jersey	ee5aa50af6b4586fbe92cab718abfae8113a81aa	31	29
RMiner	cassandra	5790b4a44ba85e7e8ece64613d9e6a1b737a6cde	27186	30
RMiner	cassandra	2b0a8f6bdac621badabcb9921c077260f2470c26	31	4
RMiner	cassandra	b70f7ea0ce27b5defa0a7773d448732364e7aee0	265	10
RMiner	gradle	681dc6346ce3cf5be5c5985faad120a18949cee0	16	2
RMiner	pipeline-plugin	d0e374ce8ecb687b4dc046d1edea9e52da17706f	203	8
RMiner	robovm	1ef86e69d5a108c2b4d836b0634ebdea912cfe00	78	8
RMiner	spring-data-neo4j	ef2a0d63393484975854fc08ad0fd3abc7dd76b0	16	17
RMiner	atmosphere	69c229b7611ff8c6a20ff2d4da917a68c1cde64a	15	4
RMiner	hive	92e98858e742bbb669ccbf790a71a618c581df21	156	12
RMiner	hive	c53c6f45988db869d56abe3b1d831ff775f4fa73	28611	22
RMiner	intellij-community	6905d569a1e39d0d7b1ec5ceee4f0bbe60b85947	15	9
RMiner	presto	11048642b1e6b0e35efefab9e4e693b09c8753f5	9313	216
RMiner	neo4j	021d17c8234904dcb1d54596662352395927fe7b	11984	79
RMiner	neo4j	4712de476aabe69cd762233c9641dd3cf9f8361b	703	9
RMiner	checkstyle	2f7481ee4e20ae785298c31ec2f979752dd7eb03	16	9
RMiner	cassandra	573a1d115b86abbe3fb53ff930464d7d8fd95600	297	7
RMiner	jadx	2d8d4164830631d3125575f055b417c5addaa22f	391	24
RMiner	voltdb	c1359c843bd03a694f846c8140e24ed646bbb913	188	2
RMiner	openhab1-addons	f25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55	579	2
RMiner	hazelcast	f1e26fa73074a89680a2e1756d85eb80ad87c3bf	78	22
RMiner	neo4j	03ece4f24163204d8a3948eb53576f1feaa86a61	2641	41
RMiner	jOOQ	227254cf769f3e821ed1b2ef2d88c4ec6b20adea	156	4
RMiner	giraph	03ade425dd5a65d3a713d5e7d85aa7605956fbd2	5854	52
RMiner	selendroid	e4a309c160285708f917ea23238573da3b677f7f	16	2
RMiner	closure-compiler	545a7d027b4c55c116dc52d9cd8121fbb09777f0	1438	36
RMiner	hive	4ccc0c37aabbd90ecaa36fcc491e2270e7e9bea6	47	2
RMiner	hazelcast	e84e96ff5c2bdc48cea7f75fd794506159c4e1f7	15765	32
RMiner	hazelcast	204bf49cba03fe5d581a35ff82dd22587a681f46	1235	48
RMiner	wildfly	d7675fb0b19d3d22978e79954f441eeefd74a3b2	94	5
RMiner	Osmand	e95aa8ab32a0334b9c941799060fd601297d05e4	203	8
RMiner	druid	87f3f8144b7a6cb57b6e21cd3753d09ecde0d88f	110	11
RMiner	buck	ecd0ad5ab99b8d14f28881cf4f49ec01f2221776	2203	2
RMiner	buck	6ed4cf9e83fe24fc6ab6fc9ebede016c777c9725	93	10
RMiner	bitcoinj	7744a00629514b9539acac05596d64af878fe747	2263	64
RMiner	bitcoinj	12602650ce99f34cb530fc24266c23e39733b0bb	5031	84
RMiner	spring-roo	0bb4cca1105fc6eb86e7c4b75bfff3dbbd55f0c8	32	6
RMiner	vert.x	0ef66582ffaba9a8df1cad846880df2074d34505	891	71
RMiner	hibernate-orm	0b6ea757e34a63b1421b77ed5fbb61398377aab1	594	9
RMiner	hydra	7fea4c9d5ee97d4a61ad985cadc9c5c0ab2db780	672	27
RMiner	jetty.project	837d1a74bb7d694220644a2539c4440ce55462cf	78	4
RMiner	wildfly	4aa2e8746b5492bbc1cf2b36af956cf3b01e40f5	3797	283
RMiner	j2objc	d05d92de40542e85f9f26712d976e710be82914e	125	12
RMiner	clojure	309c03055b06525c275b278542c881019424760e	1140	4
RMiner	restlet-framework-java	7ffe37983e2f09637b0c84d526a2f824de652de4	47	2
RMiner	cassandra	3bdcaa336a6e6a9727c333b433bb9f5d3afc0fb1	3281	90
RMiner	RxJava	8ad226067434cd39ce493b336bd0659778625959	78	8
RMiner	netty	9d347ffb91f34933edb7b1124f6b70c3fc52e220	110	5
RMiner	cascading	f9d3171f5020da5c359cdda28ef05172e858c464	63	12
RMiner	voltdb	deb8e5ca64fcf633edbd89523af472da813b6772	1765	4
RMiner	MPS	ce4b0e22659c16ae83d421f9621fd3e922750764	31	4
RMiner	netty	d31fa31cdcc5ea2fa96116e3b1265baa180df58a	70595	74
RMiner	geoserver	07c26a3a1dd6fcc2494c2d755ee5a2753e0df87c	0	4
RMiner	voltdb	e2de877a29217a50afbd142454a330e423d86045	156	10
RMiner	intellij-community	2b76aa336d696bbbbb205e6b6998e07ae5eb4261	46	7
RMiner	voltdb	d47e58f9bbce9a816378e8a7930c1de67a864c29	0	4
RMiner	intellij-plugins	83b3092c1ee11b70489732f9e69b8e01c2a966f0	93	4
RMiner	buck	6c93f15f502f39dff99ecb01b56dcad7dddb0f0d	16	4
RMiner	jOOQ	58a4e74d28073e7c6f15d1f225ac1c2fd9aa4357	1063	4
RMiner	davdroid	5b7947034a656c463ca477e198f7728cccc9e4c1	672	13
RMiner	HikariCP	e19c6874431dc2c3046436c2ac249a0ab2ef3457	15	2
RMiner	byte-buddy	fd000ca2e78fce2f8aa11e6a81e4f23c2f1348e6	47	2
RMiner	drill	f8197cfe1bc3671aa6878ef9d1869b2fe8e57331	6125	30
RMiner	Terasology	dbd2d5048ae5e30fec98ddd969b6c1e91183fb65	0	4
RMiner	spring-integration	4cca684f368d3ff719c62d3fa4cac3cdb7828bff	15	8
RMiner	jbpm	3815f293ba9338f423315d93a373608c95002b15	42958	66
RMiner	gwt	892d1760c8e4c76c369cd5ec1eaed215d3a22c8a	47	6
RMiner	hive	0fa45e4a562fc2586b1ef06a88e9c186a0835316	4031	4
RMiner	mortar	72dda3404820a82d53f1a16bb2ed9ad95f745d3c	94	9
RMiner	metrics	2331fe19ea88a22de32f15375de8118226eaa1e6	157	7
RMiner	spring-hateoas	8bdc57ba8975d851fe91edc908761aacea624766	47	2
RMiner	rest.li	54fa890a6af4ccf564fb481d3e1b6ad4d084de9e	5750	46
RMiner	jersey	d94ca2b27c9e8a5fa9fe19483d58d2f2ef024606	63	15
RMiner	Terasology	8f63cc5c8edb8e740026447bc4827f8e8e6c34b1	16	2
RMiner	cassandra	1a2c1bcdc7267abec9b19d77726aedbb045d79a8	47	2
RMiner	cassandra	e37d577b6cfc2d3e11252cef87ab9ebba72e1d52	109	10
RMiner	gradle	3a7ccf5a252077332b9505acb22f190745f726f7	63	4
RMiner	pig	92dce401344a28ff966ad4cf3dd969a676852315	47	4
RMiner	infinispan	043030723632627b0908dca6b24dae91d3dfd938	11203	14
RMiner	intellij-community	d12e1c16d1c73142334e689eb01f20abaeba84b0	47	10
RMiner	intellij-community	6b90205e9f7bbd1570f600d3812fd3efa1a0597e	63	5
RMiner	HdrHistogram	0e65ac4da70c6ca5c67bb8418e67db914218042f	31	2
RMiner	android-iconify	b08f28a10d050beaba6250e9e9c46efe13d9caaa	531	28
RMiner	android-iconify	eb500cca282e39d01a9882e1d0a83186da6d1a26	16	4
RMiner	processing	f36b736cf1206dd1af794d6fb4cee967a3553b1f	94	2
RMiner	PocketHub	c97659888126e43e95f0d52d22188bfe194a8439	735	600
RMiner	hibernate-orm	7ccbd4693288dbdbc2e6844aa0877640d63fbd04	62	18
RMiner	gradle	c41466b6fd11ef4edc40cb9fd42dc13cf4f6fde1	31	10
RMiner	hydra	664923815b5aeeba2025bfe1dc5a0cd1a02a80e2	141	24
RMiner	android_frameworks_base	153611deab149accd8aeaf03fd102c0b069bd322	78	4
RMiner	intellij-community	61215911ef28ca783c5106d7c01e74cf3000a866	31	4
RMiner	intellij-community	98ecc4cfd927f388645f6a6bc492c80868b1a11d	16	2
RMiner	wildfly	bf35b533f067b51d4c373c5e5124d88525db99f3	936	14
RMiner	genie	b77de40c0f3dd43a16f2491558594a61682271fc	31	46
RMiner	rest-assured	7cac88b9a28efc05bdc60e585e3291862ffc9da1	32	4
RMiner	gradle	44aab6242f8c93059612c953af950eb1870e0774	47	20
RMiner	geoserver	e78cda0fcf23de3973b659bc54f58a4e9b1f3bd3	3610	43
RMiner	android_frameworks_base	f1b8ae1c44e6ba46118c2f66eae1725259acdccc	93	4
RMiner	voltdb	cfc54e8afa7ee7d5376525a84559e90b21487ccf	1593	4
RMiner	neo4j	e0072aac53b3b88de787e7ca653c7e17f9499018	18063	47
RMiner	jedis	6c3dde45e8cbd0c1fa73072fad7610275afc6240	1454	76
RMiner	buck	89973a5e4f188040c5fcf87fb5a3e9167329d175	297	30
RMiner	buck	8d14e557e01cc607dd2db66c29d106ef01aa81f7	7120	6
RMiner	helios	cc02c00b8a92ef34d1a8bcdf44a45fb01a8dea6c	281	20
RMiner	intellij-erlang	e3b84c8753a21b1b15cfc9aa90b5e0c56d290f41	2141	24
RMiner	MPS	61b5decd4a4e5e6bbdea99eb76f136ca10915b73	16	2
RMiner	spring-framework	fffdd1e9e9dc887c3e8973147904d47d9fffbb47	110	10
RMiner	liferay-plugins	720b0d2064ecc4403809e794075e9fe8cfa857f1	47	4
RMiner	hive	8398fbf3dd0937a0a4a3d540977a95f97425f566	93	10
